"id","env","rating","yield","flower_start","flower_end","flower_average","strch_start","strch_end","growth"
"1678","1","5.0","9","0","0","0","0","0","0"
"1679","0","8.6","7.86","71","81","76","57","83","46"
"1680","1","0.0","0","0","0","0","0","0","0"
"1681","0","8.33","8.33","54","64","59","40","76","90"
"1682","0","7.0","6","76","78","77","27","95","252"
"1683","0","0.0","6","57","63","60","20","90","350"
"1684","1","9.0","8","0","0","0","0","0","0"
"1685","0","7.0","0","0","0","0","0","0","0"
"1686","1","0.0","7","0","0","0","0","0","0"
"1687","0","10.0","5","60","70","65","0","0","0"
"1688","0","10.0","9","55","65","60","30","70","133"
"1689","1","0.0","9","0","0","0","0","0","0"
"1690","0","8.0","9","55","65","60","45","110","144"
"1691","0","7.42","6.4","56","65","60","28","102","264"
"1692","1","5.25","4.67","0","0","0","0","0","0"
"1693","0","10.0","7","60","70","65","25","90","260"
"1694","0","5.0","8","65","75","70","50","95","90"
"1695","0","6.93","6.33","73","80","77","30","111","270"
"1696","1","6.0","7","0","0","0","0","0","0"
"1697","0","8.25","7","52","62","57","35","104","197"
"1698","1","8.0","7","0","0","0","0","0","0"
"1699","0","6.0","5","57","63","60","35","130","271"
"1700","1","3.0","3","0","0","0","0","0","0"
"1701","0","6.0","9.67","59","70","65","0","0","0"
"1702","0","6.0","6","52","56","54","0","0","0"
"1703","1","2.0","5.5","0","0","0","0","0","0"
"1704","0","7.5","5.5","60","70","65","23","135","487"
"1705","1","4.5","5","0","0","0","0","0","0"
"1706","0","8.0","8","60","70","65","0","0","0"
"1707","1","7.0","4","0","0","0","0","0","0"
"1708","0","8.5","8","53","62","58","0","0","0"
"1709","0","7.0","7","60","60","60","25","65","160"
"1710","0","6.0","6","60","62","61","0","0","0"
"1711","0","7.0","6.5","57","63","60","42","69","64"
"1712","0","8.0","6","45","55","50","0","0","0"
"1713","1","5.0","3","0","0","0","0","0","0"
"1714","0","6.0","7","61","69","65","70","90","29"
"1715","1","9.0","5","0","0","0","0","0","0"
"1716","0","10.0","9","80","100","90","50","110","120"
"1717","1","3.0","0","0","0","0","0","0","0"
"1718","0","7.0","6","70","80","75","60","80","33"
"1719","0","6.67","6.67","56","64","60","52","122","135"
"1720","0","9.0","6","57","63","60","30","120","300"
"1721","0","6.5","6","62","79","70","15","80","433"
"1722","0","9.0","9","14","134","74","85","30","-65"
"1723","1","9.0","6","0","0","0","0","0","0"
"1724","0","8.0","6","76","76","76","10","25","150"
"1725","1","7.0","5","0","0","0","0","0","0"
"1726","0","8.86","6.71","62","71","67","25","110","340"
"1727","0","1.0","4","55","55","55","0","0","0"
"1728","0","7.5","8","58","70","64","25","50","100"
"1729","0","8.0","6","56","64","60","33","103","212"
"1730","0","9.0","8","0","0","0","0","0","0"
"1731","0","8.0","8","58","62","60","35","90","157"
"1732","0","8.0","5.5","45","67","56","130","60","-54"
"1733","0","5.75","5.25","56","65","60","22","76","245"
"1734","0","7.83","7.71","60","67","64","28","86","207"
"1735","1","8.0","7.5","0","0","0","0","0","0"
"1736","0","10.0","0","0","0","0","0","0","0"
"1737","0","0.0","1","60","70","65","35","100","186"
"1738","1","7.5","5.5","0","0","0","0","0","0"
"1739","0","8.29","7.67","52","58","55","32","91","184"
"1740","1","8.33","8","0","0","0","0","0","0"
"1741","1","6.0","0","0","0","0","0","0","0"
"1742","1","8.0","5","0","0","0","0","0","0"
"1743","1","7.0","7","0","0","0","0","0","0"
"1744","0","7.33","6.33","59","65","62","38","97","155"
"1745","1","6.5","5.5","0","0","0","0","0","0"
"1746","0","9.0","8","0","0","0","0","0","0"
"1747","1","0.0","0","0","0","0","0","0","0"
"1748","0","3.0","2","63","67","65","35","90","157"
"1749","0","7.0","8.5","61","64","62","65","60","-8"
"1750","0","8.0","9","107","113","110","12","150","1150"
"1751","0","9.0","6.67","64","81","73","20","55","175"
"1752","0","7.0","7","52","62","57","15","45","200"
"1753","0","4.0","3","57","63","60","0","0","0"
"1754","1","8.0","7","0","0","0","0","0","0"
"1755","0","0.0","4","0","0","0","50","150","200"
"1756","0","8.0","7","68","78","73","0","0","0"
"1757","0","9.5","8","67","76","71","45","100","122"
"1758","0","7.0","8","41","105","73","30","103","243"
"1759","0","10.0","8","0","0","0","0","0","0"
"1760","0","7.95","7.32","53","60","57","27","89","230"
"1761","1","8.33","6.33","0","0","0","0","0","0"
"1762","0","7.0","6","61","69","65","23","45","96"
"1763","0","0.0","0","0","0","0","0","0","0"
"1764","1","10.0","6","0","0","0","0","0","0"
"1765","0","0.0","0","0","0","0","0","0","0"
"1766","0","0.0","9","0","0","0","30","120","300"
"1767","0","8.0","7","47","57","52","30","110","267"
"1768","0","0.0","3","63","63","63","20","60","200"
"1769","0","9.33","7.5","65","74","69","38","100","163"
"1770","1","9.0","8","0","0","0","0","0","0"
"1771","0","9.0","8.33","62","72","67","30","77","157"
"1772","0","5.0","6","53","63","58","0","0","0"
"1773","0","7.0","7","51","65","58","0","0","0"
"1774","0","8.0","9","50","70","60","0","0","0"
"1775","0","10.0","9","42","70","56","40","80","100"
"1776","0","7.5","5.25","55","64","59","35","90","157"
"1777","0","8.0","7.26","59","68","64","41","96","134"
"1778","1","8.0","6","0","0","0","0","0","0"
"1779","0","9.0","8","0","0","0","0","0","0"
"1780","0","0.0","8","0","0","0","0","0","0"
"1781","0","5.33","5.33","59","66","63","26","103","296"
"1782","0","0.0","0","62","68","65","25","60","140"
"1783","0","6.25","7.5","59","79","69","33","111","236"
"1784","0","10.0","0","0","0","0","0","0","0"
"1785","1","10.0","4","0","0","0","0","0","0"
"1786","0","3.0","4","52","69","60","40","130","225"
"1787","0","8.0","7","56","60","58","0","0","0"
"1788","0","8.5","8.17","64","72","68","43","111","158"
"1789","1","8.0","6","0","0","0","0","0","0"
"1790","0","7.33","7.5","66","69","68","31","98","216"
"1791","1","9.0","8.5","0","0","0","0","0","0"
"1792","1","9.67","9.33","0","0","0","0","0","0"
"1793","1","9.67","8.33","0","0","0","0","0","0"
"1794","0","8.0","8","60","70","65","20","100","400"
"1795","0","9.4","8.6","71","79","75","30","123","310"
"1796","1","10.0","10","0","0","0","0","0","0"
"1797","0","6.0","4","53","63","58","0","0","0"
"1798","0","6.0","7","55","65","60","0","0","0"
"1799","1","5.0","2","0","0","0","0","0","0"
"1800","1","7.0","0","0","0","0","0","0","0"
"1801","0","8.5","6.5","58","68","63","33","83","152"
"1802","0","4.75","6.67","56","64","60","32","57","78"
"1803","1","5.5","6.5","0","0","0","0","0","0"
"1804","1","9.0","7","0","0","0","0","0","0"
"1805","0","6.4","5.83","49","61","55","32","94","194"
"1806","1","7.0","5","0","0","0","0","0","0"
"1807","0","6.2","8.5","48","56","52","28","67","139"
"1808","1","8.0","7","0","0","0","0","0","0"
"1809","0","7.0","6","55","75","65","20","41","105"
"1810","0","5.33","7.33","56","61","59","36","171","375"
"1811","0","7.0","6","60","70","65","35","120","243"
"1812","0","8.0","0","0","0","0","0","0","0"
"1813","1","5.0","5","0","0","0","0","0","0"
"1814","0","6.0","6","54","56","55","40","77","93"
"1815","0","7.0","8.5","51","54","53","0","0","0"
"1816","1","7.0","7","0","0","0","0","0","0"
"1817","0","7.0","6","50","64","57","21","72","243"
"1818","1","7.0","6","0","0","0","0","0","0"
"1819","1","8.0","8","0","0","0","0","0","0"
"1820","0","8.0","9","56","64","60","35","75","114"
"1821","0","6.0","3","61","61","61","0","0","0"
"1822","0","10.0","0","0","0","0","0","0","0"
"1823","0","9.0","7","53","63","58","23","65","183"
"1824","0","5.0","5","50","62","56","30","90","200"
"1825","0","7.0","8","65","71","68","25","75","200"
"1826","0","8.5","6.5","56","65","60","18","115","539"
"1827","0","9.0","9","95","105","100","40","150","275"
"1828","0","10.0","8","51","61","56","20","40","100"
"1829","1","7.0","7","0","0","0","0","0","0"
"1830","0","7.33","5","48","78","63","12","40","233"
"1831","0","7.67","7.67","68","70","69","70","120","71"
"1832","1","0.0","9","0","0","0","0","0","0"
"1833","0","10.0","9","42","48","45","35","70","100"
"1834","0","8.0","0","0","0","0","0","0","0"
"1835","0","8.0","9.5","58","88","73","28","88","214"
"1836","0","8.57","6.86","47","69","58","31","82","165"
"1837","1","9.0","10","0","0","0","0","0","0"
"1838","0","5.0","4","0","0","0","0","0","0"
"1839","1","6.0","6","0","0","0","0","0","0"
"1840","0","7.5","7.5","60","85","72","30","120","300"
"1841","1","7.0","4","0","0","0","0","0","0"
"1842","0","9.0","9","55","65","60","50","180","260"
"1843","0","9.0","8","48","58","53","120","160","33"
"1844","0","0.0","9","60","70","65","15","40","167"
"1845","0","7.0","8","71","77","74","30","78","160"
"1846","1","8.0","8.5","0","0","0","0","0","0"
"1847","0","8.0","7","70","80","75","0","0","0"
"1848","1","10.0","7","0","0","0","0","0","0"
"1849","0","9.0","9","70","70","70","0","0","0"
"1850","0","0.0","0","0","0","0","0","0","0"
"1851","0","0.0","8","0","95","45","50","110","120"
"1852","0","5.33","5","57","62","60","50","60","20"
"1853","0","8.0","7","56","64","60","25","70","180"
"1854","0","2.0","2","40","50","45","0","0","0"
"1855","1","3.33","0.67","0","0","0","0","0","0"
"1856","0","6.5","7.5","60","66","63","0","0","0"
"1857","1","8.0","8","0","0","0","0","0","0"
"1858","0","4.0","0","0","0","0","15","55","267"
"1859","0","8.0","8","72","78","75","0","0","0"
"1860","0","0.0","7","95","95","95","20","170","750"
"1861","0","4.33","2.5","68","73","71","15","60","300"
"1862","1","7.0","6","0","0","0","0","0","0"
"1863","0","8.0","6.5","63","72","68","25","115","360"
"1864","0","8.0","8","59","63","61","40","101","153"
"1865","0","10.0","4","52","58","55","91","152","67"
"1866","0","7.0","7","53","67","60","0","0","0"
"1867","1","9.67","7.67","0","0","0","0","0","0"
"1868","1","10.0","9","0","0","0","0","0","0"
"1869","0","4.0","3","61","65","63","0","0","0"
"1870","1","5.0","0","0","0","0","0","0","0"
"1871","0","9.0","9","46","54","50","40","95","138"
"1872","0","6.0","5.67","49","57","53","42","75","79"
"1873","0","9.0","9","72","72","72","25","110","340"
"1874","1","9.0","9","0","0","0","0","0","0"
"1875","0","8.0","8","50","60","55","0","0","0"
"1876","1","8.0","6","0","0","0","0","0","0"
"1877","0","0.0","0","40","50","45","15","35","133"
"1878","1","9.0","5","0","0","0","0","0","0"
"1879","0","7.0","9","60","60","60","0","0","0"
"1880","0","5.0","3.67","66","69","67","0","0","0"
"1881","0","8.29","7.86","58","64","61","41","84","105"
"1882","0","6.0","6","0","0","0","0","0","0"
"1883","1","9.5","9","0","0","0","0","0","0"
"1884","0","8.0","5.67","73","74","73","30","58","93"
"1885","1","5.5","6","0","0","0","0","0","0"
"1886","0","8.0","6","55","65","60","0","0","0"
"1887","0","7.0","6","65","75","70","40","100","150"
"1888","1","6.0","0","0","0","0","0","0","0"
"1889","0","9.0","8","65","75","70","30","110","267"
"1890","1","3.0","4","0","0","0","0","0","0"
"1891","0","7.0","0","0","0","0","0","0","0"
"1892","0","10.0","8","56","70","63","0","0","0"
"1893","0","9.0","8","66","70","68","40","100","150"
"1894","0","4.5","6","57","68","63","30","50","67"
"1895","1","6.5","5.5","0","0","0","0","0","0"
"1896","0","7.0","5","110","130","120","150","200","33"
"1897","0","9.0","0","0","0","0","0","0","0"
"1898","0","0.0","6.5","63","67","65","0","0","0"
"1899","0","8.0","7","60","68","64","37","73","97"
"1900","1","4.0","8.5","0","0","0","0","0","0"
"1901","0","8.67","9.5","68","75","71","33","100","203"
"1902","1","9.0","9","0","0","0","0","0","0"
"1903","1","6.0","4","0","0","0","0","0","0"
"1904","0","10.0","0","0","0","0","0","0","0"
"1905","0","9.67","7","58","64","61","20","60","200"
"1906","1","10.0","8","0","0","0","0","0","0"
"1907","0","10.0","8","55","65","60","25","80","220"
"1908","0","9.77","9.15","54","63","59","58","121","109"
"1909","0","8.0","8","45","55","50","33","110","233"
"1910","0","7.0","6","52","60","56","50","90","80"
"1911","0","6.88","6.17","51","57","54","42","116","176"
"1912","0","8.0","7","56","60","58","0","0","0"
"1913","0","7.0","7","68","82","75","50","100","100"
"1914","0","9.5","8","60","66","63","11","108","882"
"1915","0","8.0","7","55","65","60","40","65","63"
"1916","0","10.0","9","60","60","60","45","90","100"
"1917","0","7.67","8.6","59","65","62","34","109","221"
"1918","1","10.0","10","0","0","0","0","0","0"
"1919","0","9.0","9","53","67","60","40","130","225"
"1920","0","8.0","6","49","55","52","20","65","225"
"1921","0","8.83","6.8","43","74","58","33","98","197"
"1922","0","9.0","7","47","53","50","35","120","243"
"1923","1","7.0","5","0","0","0","0","0","0"
"1924","1","3.0","0","0","0","0","0","0","0"
"1925","0","9.5","7","53","62","57","23","78","239"
"1926","1","9.0","10","0","0","0","0","0","0"
"1927","0","7.5","4.5","63","69","66","20","70","250"
"1928","1","9.0","8","0","0","0","0","0","0"
"1929","0","9.0","9","50","60","55","0","0","0"
"1930","0","0.0","7","52","64","58","40","80","100"
"1931","0","8.5","7","28","86","56","45","123","173"
"1932","0","9.5","8.5","55","63","59","46","130","183"
"1933","1","0.0","0","0","0","0","0","0","0"
"1934","0","0.0","0","53","63","58","0","0","0"
"1935","0","9.0","5","42","50","46","100","300","200"
"1936","0","8.0","5.5","69","79","74","40","115","188"
"1937","1","10.0","6","0","0","0","0","0","0"
"1938","0","8.5","10","75","81","78","25","78","212"
"1939","0","7.29","8","55","60","58","40","115","188"
"1940","1","0.0","1","0","0","0","0","0","0"
"1941","0","7.25","5","66","74","70","10","38","280"
"1942","1","8.0","4","0","0","0","0","0","0"
"1943","0","7.0","7","59","67","63","30","91","203"
"1944","1","10.0","3","0","0","0","0","0","0"
"1945","0","8.5","9","52","58","55","35","100","186"
"1946","0","7.0","7","66","70","68","30","120","300"
"1947","0","8.0","5","42","56","49","0","0","0"
"1948","0","9.0","9","49","53","51","22","65","195"
"1949","1","8.0","6","0","0","0","0","0","0"
"1950","0","9.0","9","46","54","50","40","80","100"
"1951","1","0.0","8","0","0","0","0","0","0"
"1952","0","8.0","7.67","68","74","71","0","0","0"
"1953","0","7.33","9.33","62","69","66","0","0","0"
"1954","1","7.0","7","0","0","0","0","0","0"
"1955","0","9.0","9","0","0","0","0","0","0"
"1956","0","9.0","7","55","74","64","40","120","200"
"1957","0","0.0","0","0","0","0","0","0","0"
"1958","1","5.67","4.67","0","0","0","0","0","0"
"1959","0","8.0","0","0","0","0","0","0","0"
"1960","0","7.0","6","45","51","48","40","110","175"
"1961","0","9.0","3","48","58","53","25","68","172"
"1962","0","0.0","8","0","0","0","0","0","0"
"1963","0","9.0","5","55","65","60","45","140","211"
"1964","0","8.75","7.33","59","84","72","32","83","159"
"1965","1","8.0","8","0","0","0","0","0","0"
"1966","0","6.0","0","0","0","0","0","0","0"
"1967","0","7.0","6","50","60","55","35","65","86"
"1968","0","9.0","9.33","78","88","83","13","153","1077"
"1969","1","9.0","8","0","0","0","0","0","0"
"1970","0","6.0","7","55","69","62","38","45","18"
"1971","1","3.0","3","0","0","0","0","0","0"
"1972","0","8.0","9","47","53","50","40","65","63"
"1973","0","8.0","3","70","80","75","0","0","0"
"1974","0","9.0","5.5","58","61","59","30","110","267"
"1975","0","10.0","9","55","65","60","30","70","133"
"1976","0","8.0","10","52","60","56","50","150","200"
"1977","0","9.0","7","58","62","60","0","0","0"
"1978","0","10.0","7","58","72","65","0","0","0"
"1979","0","9.0","7","55","65","60","75","150","100"
"1980","1","8.0","6","0","0","0","0","0","0"
"1981","0","7.0","0","0","0","0","0","0","0"
"1982","0","8.0","0","0","0","0","0","0","0"
"1983","0","0.0","0","0","0","0","0","0","0"
"1984","1","10.0","9","0","0","0","0","0","0"
"1985","0","0.0","8","63","77","70","76","116","53"
"1986","1","8.0","5","0","0","0","0","0","0"
"1987","0","8.0","3","63","77","70","0","0","0"
"1988","0","10.0","10","75","75","75","0","0","0"
"1989","0","0.0","0","0","0","0","0","0","0"
